,ResponseName,ReleaseDate,RequiredAge,DLCCount,Metacritic,MovieCount,RecommendationCount,ScreenshotCount,SteamSpyOwners,SteamSpyPlayersEstimate,PriceFinal,GenreScore,PlatformScore,CategoryScore
10568,Ghost Sweeper,Jul 22 2016,0,0,0,1,0,16,1070,1067,4.99,4,2,1
10569,Cross Death  VR,Jul 28 2016,0,0,0,1,0,5,0,0,9.99,4,1,1
10570,Underground Keeper,Aug 15 2016,0,0,0,1,0,14,897,535,5.99,2,1,1
10571,Shape Shifter,Jul 7 2016,0,0,0,1,0,8,11299,7174,0.99,2,1,1
10572,Rise,Jul 8 2016,0,0,0,1,0,5,1067,1067,1.99,2,1,1
10573,Amihailu in Dreamland,Aug 23 2016,0,0,0,1,0,7,18114,803,0.0,1,1,1
10574,DJ Streamer,Jul 7 2016,0,0,0,1,0,5,539,539,9.99,1,1,0
10575,Voice Again,Aug 8 2016,0,0,0,1,0,5,0,0,19.99,1,1,0
10576,Street Legal Racing: Redline v2.3.1,Aug 5 2016,0,0,0,4,340,20,18473,16859,6.99,2,1,1
10577,Pool of Death,TBA,0,0,0,0,0,6,0,0,0.0,1,1,1
10578,Fabulous Food Truck,Jul 21 2016,0,0,0,1,0,9,17576,9147,4.99,2,1,1
10579,MIGHT,Jul 13 2016,0,0,0,1,0,8,5919,1347,4.99,4,1,1
10580,Wrong Dimension - The One Dimensional Platformer,Sep 8 2016,0,0,0,1,0,7,1793,0,2.99,2,1,1
10581,Always Higher,Jul 21 2016,0,0,0,1,0,6,0,0,17.99,3,1,1
10582,PD Particles 9,Sep 16 2016,0,0,0,5,0,11,808,0,0.0,1,1,0
10583,Conclusion,Aug 5 2016,0,0,0,1,112,5,12375,6995,0.99,3,1,1
10584,Gabriel Knight(r) 3: Blood of the Sacred Blood of the Damned,Aug 29 2016,17,0,80,0,0,5,42685,1435,5.99,1,1,1
10585,Rise,Jul 26 2016,0,0,0,1,0,12,1614,544,14.99,2,1,1
10586,1 Moment Of Time: Silentville,Jul 22 2016,0,0,0,1,141,11,13810,8250,0.99,2,2,1
10587,Pixelscape: Oceans,Sep 8 2016,0,0,0,1,0,9,0,0,3.99,2,1,2
10588,G Prime,Aug 19 2016,0,0,0,1,0,12,6277,544,9.99,2,2,1
10589,Homebound, ,0,0,0,2,0,7,0,0,0.0,3,1,1
10590,Mervils: A VR Adventure,Aug 4 2016,0,0,0,1,0,6,1435,1076,9.99,3,1,1
10591,D.N.Age,Jul 29 2016,0,0,0,1,0,20,1793,1076,4.99,4,1,1
10592,GravPool,Aug 29 2016,0,0,0,2,0,7,0,0,8.99,3,1,2
10593,Project Hovercraft,Aug 24 2016,0,0,0,6,0,12,1616,0,14.99,4,1,1
10594,Agent Walker: Secret Journey,Sep 1 2016,0,0,0,1,0,8,1076,535,9.99,2,3,1
10595,Sappers bad dream,Jul 7 2016,0,0,0,1,0,7,6457,0,3.99,4,2,1
10596,H.U.N.T,Jul 22 2016,0,0,0,1,0,5,0,0,5.99,2,1,2
10597,Trick & Treat,Sep 2016,0,1,0,1,0,5,94876,54702,0.0,4,1,1
10598,Line / Dash,Jul 11 2016,0,0,0,1,0,5,808,808,1.99,2,3,1
10599,Plates,Aug 19 2016,0,0,0,1,0,7,0,0,0.99,2,3,1
10600,Safety First!,Sep 8 2016,0,0,0,2,0,10,2870,1614,2.99,4,1,1
10601,Holobunnies: Pause Cafe,Fall 2016,0,0,0,0,0,5,0,0,0.0,3,3,3
10602,Funfair Ride Simulator 3,Aug 4 2016,0,6,0,1,0,7,3228,1614,5.99,1,3,1
10603,Ayumi: Enhanced Edition,Jul 7 2016,0,0,0,1,0,12,0,0,2.99,1,1,1
10604,CS:GO Player Profiles: Fer - SK Gaming,Jul 25 2016,0,0,0,0,0,0,0,0,0.0,0,1,0
10605,CS:GO Player Profiles: Dupreeh - Astralis,Jul 6 2016,0,0,0,0,0,0,0,0,0.0,0,1,0
10606,CS:GO Player Profiles: Tarik - Counter Logic Gaming,Jul 6 2016,0,0,0,0,0,0,0,0,0.0,0,1,0
10607,CS:GO Player Profiles: Hiko - Team Liquid,Jul 7 2016,0,0,0,0,0,0,0,0,0.0,0,1,0
10608,Quanero VR,Aug 12 2016,0,0,0,1,110,8,70126,29772,0.0,1,1,1
10609,8-Bit Hordes,Aug 12 2016,0,1,0,2,206,17,28158,24392,14.99,3,1,4
10610,Zezenia Online,Jul 7 2016,0,0,0,1,109,8,56495,26364,0.0,6,1,2
10611,Doodle WHAT?!,Aug 2 2016,0,0,0,2,0,11,0,0,9.99,4,1,1
10612,Destiny of Ancient Kingdoms(tm),Aug 29 2016,0,0,0,4,0,14,60800,28875,0.0,6,1,3
10613,Barnyard Mahjong 3,Jul 29 2016,0,0,0,1,0,9,19011,9864,4.99,1,1,1
10614,The Hidden Dragon,Jul 26 2016,0,0,0,1,0,13,18114,7533,4.99,1,1,1
10615,Mystery Of Rivenhallows,Jul 26 2016,0,0,0,1,0,18,19011,9506,4.99,2,1,1
10616,Dragon Rage,Jul 22 2016,0,0,0,2,0,10,2870,2332,6.99,3,1,1
10617,Batman - The Telltale Series,Aug 2 2016,17,0,0,1,2669,9,95414,85550,24.99,1,1,1
10618,Jurassic Survival,Aug 1 2016,0,0,0,1,0,5,6815,717,8.99,3,1,2
10619,Of Love And Sorrow,Aug 8 2016,0,0,0,1,0,6,1973,537,4.99,3,1,1
10620,Cats are Liquid,Jul 25 2016,0,0,0,1,232,6,9326,6995,0.99,2,3,1
10621,Puzzle Nebula,Jul 5 2016,0,0,0,1,0,5,4484,544,2.99,2,1,1
10622,AquaNimble,Sep 30 2016,0,0,0,2,0,11,0,0,0.0,2,1,3
10623,A Week of Circus Terror,Aug 5 2016,0,0,0,1,0,10,3408,539,5.99,1,1,1
10624,Switch N Shoot,Aug 9 2016,0,0,0,1,0,7,0,0,1.99,4,3,1
10625,DreamLand,Jul 7 2016,0,0,0,1,0,5,37484,9147,0.0,1,1,1
10626,Depths of Dread,Jul 12 2016,0,0,0,1,0,5,0,0,7.99,3,1,1
10627,Extreme Forklifting 2,Aug 5 2016,0,0,0,1,0,6,2870,2332,1.99,2,2,1
10628,ASRECorp,Jul 22 2016,0,0,0,1,0,15,538,538,3.99,3,1,1
10629,MSI Electric City,Aug 9 2016,0,0,0,1,0,5,47528,17397,0.0,5,1,1
10630,The Shadowland,Jul 17 2016,0,0,0,1,0,7,2870,2134,2.99,2,1,1
10631,Mind Spheres,Jul 8 2016,0,1,0,1,0,14,10940,7174,0.49,3,2,1
10632,The Ember Series: A New Fire,Aug 26 2016,0,0,0,1,0,6,0,0,6.99,5,1,1
10633,Mustache in Hell,Jul 28 2016,0,0,0,1,0,7,5201,2152,9.99,3,1,1
10634,WarBirds Dawn of Aces World War I Air Combat,Jul 19 2016,0,0,0,1,0,6,0,0,14.99,3,1,4
10635,VRporize - VR FPS,Jul 8 2016,0,0,0,2,0,20,717,811,13.99,2,1,1
10636,DUO,Jul 7 2016,0,0,0,3,0,6,0,0,14.99,4,1,1
10637,Pro Strategy Football 2016,Sep 6 2016,0,0,0,2,0,36,535,535,34.99,4,1,2
10638,Dark Parables: The Exiled Prince Collectors Edition,Aug 9 2016,0,0,0,1,0,5,0,0,12.99,2,1,1
10639,Dark Parables: Rise of the Snow Queen Collectors Edition,Aug 9 2016,0,0,0,1,0,5,0,0,12.99,2,1,1
10640,Dark Parables: The Red Riding Hood Sisters Collectors Edition,Aug 9 2016,0,0,0,1,0,6,0,0,12.99,2,1,1
10641,Operator Overload,Q4 2016,0,0,0,1,0,6,0,0,0.0,2,3,2
10642,SurvHive,Aug 1 2016,0,0,0,1,0,10,717,803,14.99,3,1,1
10643,Clutter V: Welcome To Clutterville,Jul 21 2016,0,0,0,1,0,5,0,0,9.99,1,2,1
10644,Lord Mayor,Jul 21 2016,0,0,0,1,0,6,6636,537,1.99,3,3,1
10645,Turner,Jul 15 2016,0,1,0,1,0,20,0,0,2.99,3,2,1
10646,Tower of Archeos,Sep 7 2016,0,0,0,1,0,9,0,0,12.99,3,2,1
10647,Pixeloids,Jul 13 2016,0,0,0,1,0,9,0,0,3.99,1,1,1
10648,The Path of Greatest Resistance,Jul 12 2016,0,0,0,3,0,9,2332,1973,3.99,2,1,1
10649,Star Fields,Aug 6 2016,0,0,0,1,0,5,3946,2152,0.99,2,1,1
10650,klocki,Jul 13 2016,0,0,0,1,1284,5,46810,39457,0.99,2,2,1
10651,Tomato Jones,Jul 11 2016,0,0,0,1,0,7,3946,1614,1.99,3,1,1
10652,The Turing Test,Aug 30 2016,10,1,77,1,469,19,25288,19908,19.99,1,1,1
10653,Wake Up,Aug 9 2016,0,0,0,1,0,5,32104,7353,0.0,2,1,1
10654,Crystal Control II,Aug 26 2016,0,0,0,1,0,5,0,0,2.99,3,2,1
10655,Copter and Sky,Jul 21 2016,0,0,0,4,0,10,0,0,3.99,4,1,1
10656,Ultimate Booster Experience,Jul 14 2016,0,0,0,1,0,5,6457,5919,4.99,4,1,1
10657,Criminal: Criminal Intent Featurette,Jul 12 2016,0,0,0,0,0,0,0,0,0.0,0,3,0
10658,Criminal: Directors Notes,Jul 12 2016,0,0,0,0,0,0,0,0,0.0,0,3,0
10659,Criminal: Deleted Scenes,Jul 12 2016,0,0,0,0,0,0,0,0,0.0,0,3,0
10660,Criminal: Madsoniks Drift and Fall Again Music Video,Jul 12 2016,0,0,0,0,0,0,0,0,0.0,0,3,0
10661,The Perfect Match: Making The Perfect Match,Jul 19 2016,0,0,0,0,0,0,0,0,0.0,0,3,0
10662,The Perfect Match: Whats Love Without Comedy?,Jul 19 2016,0,0,0,0,0,0,0,0,0.0,0,3,0
10663,The Perfect Match: Let The Good Times Roll,Jul 19 2016,0,0,0,0,0,0,0,0,0.0,0,3,0
10664,Redswood VR,Aug 18 2016,0,0,0,1,0,8,897,535,3.99,3,1,1
10665,Meet the Blacks: The Making of Meet the Blacks,Aug 9 2016,0,0,0,0,0,0,0,0,0.0,0,3,0
10666,Meet the Blacks: Hit The Gas Music Video,Aug 9 2016,0,0,0,0,0,0,0,0,0.0,0,3,0
10667,Meet the Blacks: Behind The Scenes of Hit The Gas,Aug 9 2016,0,0,0,0,0,0,0,0,0.0,0,3,0
10668,Meet the Blacks: Dont Hate Wiring! Parody Commercial,Aug 9 2016,0,0,0,0,0,0,0,0,0.0,0,3,0
10669,Meet the Blacks: Outtakes,Aug 9 2016,0,0,0,0,0,0,0,0,0.0,0,3,0
10670,Genius: Genesis of Genius,Aug 23 2016,0,0,0,0,0,0,0,0,0.0,0,3,0
10671,Genius: Painting A Portrait Of The Lost Generation,Aug 23 2016,0,0,0,0,0,0,0,0,0.0,0,3,0
10672,Now You See Me 2: The Art of the Ensemble,Aug 19 2016,0,0,0,0,0,0,0,0,0.0,0,3,0
10673,Now You See Me 2: You Cant Look Away,Aug 19 2016,0,0,0,0,0,0,0,0,0.0,0,3,0
10674,Now You See Me 2: Bringing Magic To Life,Aug 19 2016,0,0,0,0,0,0,0,0,0.0,0,3,0
10675,Pulse Shift,Aug 29 2016,0,0,0,2,0,8,1973,803,8.99,1,1,1
10676,SHINRAI - Broken Beyond Despair,Aug 26 2016,0,1,0,3,0,10,533,0,14.99,2,3,1
10677,Ascension VR,Aug 1 2016,0,0,0,1,0,5,0,0,9.99,2,1,2
10678,The Sunset,Jul 13 2016,0,0,0,1,0,7,6815,6815,1.99,4,1,1
10679,Cubic complex,Jul 19 2016,0,0,0,1,0,5,6815,533,0.99,4,1,2
10680,Glider Island,Sep 3 2016,0,0,0,1,0,9,0,0,9.99,5,1,1
10681,Gazzel Quest The Five Magic Stones,Jul 15 2016,0,0,0,1,0,9,0,0,1.99,1,1,2
10682,Wildlife VR,Jul 16 2016,0,0,0,1,0,7,0,0,2.99,2,1,1
10683,Firefight,Jul 11 2016,0,0,0,1,0,6,1435,1255,9.99,1,1,1
10684,Weather Lord: Legendary Hero Collectors Edition,Aug 4 2016,0,0,0,1,0,7,0,0,9.99,2,1,1
10685,Final Fleet,Sep 8 2016,0,0,0,1,0,8,0,0,14.99,3,1,1
10686,VRMultigames,Jul 25 2016,0,0,0,4,0,5,47707,14348,0.0,5,1,1
10687,UNCORPOREAL - Fluffy!,Jul 20 2016,0,0,0,1,0,4,33359,3766,0.0,2,1,1
10688,Simple VR Video Player,Jul 19 2016,0,0,0,1,0,7,11299,10223,7.99,1,1,0
10689,Save the Universe Please!,Aug 31 2016,0,0,0,1,0,12,0,0,2.99,1,1,1
10690,Mahjong Deluxe 2: Astral Planes,Jul 20 2016,0,0,0,1,0,10,18114,9326,2.99,1,1,0
10691,Kitty Cat: Jigsaw Puzzles,Jul 18 2016,0,0,0,1,0,10,18473,10044,1.99,1,1,0
10692,Puppy Dog: Jigsaw Puzzles,Jul 19 2016,0,0,0,1,0,10,18294,9147,1.99,1,1,0
10693,Limberjack,Sep 1 2016,0,0,0,1,0,7,23136,4842,0.0,2,1,1
10694,Jockey Rush,Jul 15 2016,0,0,0,1,0,12,0,0,19.99,6,1,1
10695,Wild Terra Online,December 2016,0,0,0,1,0,12,1067,1067,0.0,5,3,4
10696,Enigma Prison,Q1 2017,0,0,0,1,0,10,0,0,0.0,3,1,1
10697,GI Racing 2.0,Jul 22 2016,0,0,0,1,0,7,0,0,9.99,5,1,1
10698,Kuraburo Kai,Aug 15 2016,0,0,0,1,0,5,0,0,4.99,3,1,1
10699,Moribund,Jul 20 2016,0,0,0,1,0,6,0,0,6.99,3,3,2
10700,Rogue Fighter,Jul 22 2016,0,0,0,1,0,7,0,0,4.99,3,1,1
10701,Arcanum: Of Steamworks and Magick Obscura,Aug 29 2016,0,0,81,0,0,5,58647,15603,5.99,1,1,1
10702,Riddles Of The Past,Jul 22 2016,0,0,0,1,0,6,3228,1076,6.99,2,1,1
10703,Tails,Aug 8 2016,0,0,0,1,0,6,539,539,7.99,3,1,1
10704,House of Alice,Jul 11 2016,0,0,0,1,0,6,0,0,9.99,5,1,1
10705,Football VR,Jul 14 2016,0,0,0,1,0,5,0,0,1.99,5,1,1
10706,Endangered,Aug 14 2016,0,0,0,4,0,15,717,1067,4.99,2,1,2
10707,Extravaganza Rising,Jul 21 2016,0,1,0,2,0,6,4484,3228,5.99,4,1,1
10708,Emerland Solitaire: Endless Journey,Jul 17 2016,0,0,0,1,0,5,29593,4125,0.0,2,1,2
10709,C.S.S. CITADEL VR,Jul 15 2016,0,0,0,1,0,5,0,0,7.99,2,1,1
10710,Design it Drive it : Speedboats,Jul 26 2016,0,0,0,3,0,5,533,533,24.99,2,1,1
10711,Mount Wingsuit,Aug 25 2016,0,0,0,2,0,8,1614,1255,14.99,4,1,1
10712,Clock Simulator,Jul 20 2016,0,0,0,2,142,7,7533,6098,0.99,1,3,1
10713,Acans Call: Act 1,Aug 11 2016,0,0,0,1,0,5,40892,13272,0.0,3,1,1
10714,Axis Football 2016,Jul 29 2016,0,0,0,1,0,17,1435,1435,19.99,2,3,2
10715,Space Ribbon,Aug 5 2016,0,0,0,1,0,8,1077,1600,12.99,7,3,2
10716,VirZOOM Gamepad Emulator,Jul 29 2016,0,0,0,1,0,5,21701,803,0.0,1,1,0
10717,Venture Forth,Jul 21 2016,0,0,0,1,0,6,0,0,19.99,5,1,1
10718,UNCORPOREAL - Alcatraz Island Lofts,Jul 20 2016,0,0,0,1,0,5,31745,4663,0.0,2,1,1
10719,My Own Pet,Jul 19 2016,0,0,0,1,0,6,0,0,5.99,4,1,1
10720,Blue Solar: Chaos War,Jul 21 2016,0,0,0,1,0,10,2152,2152,3.99,3,1,1
10721,Stars,Aug 30 2016,0,0,0,1,0,5,1435,1076,5.99,3,1,1
10722,Puzzle Blocks,Jul 22 2016,0,0,0,1,0,6,0,0,9.99,4,1,2
10723,Hold the door!,Sep 2 2016,0,0,0,1,0,6,21163,4842,0.0,3,1,1
10724,Black Moon Chronicles,Aug 25 2016,0,0,0,1,0,6,2690,1610,5.99,1,1,1
10725,Outreach,2017,0,0,0,1,0,5,0,0,0.0,2,2,1
10726,Torch Cave,Jul 15 2016,0,0,0,1,0,16,26185,16859,3.99,2,1,1
10727,Sekwere,Jul 20 2016,0,1,0,1,0,7,8250,3228,0.99,3,2,1
10728,Dropship Down,Jul 21 2016,0,0,0,1,0,10,1973,1076,4.99,4,1,3
10729,Francisca,Jul 26 2016,0,0,0,1,172,7,8967,6636,0.99,4,1,1
10730,Reed,Jul 16 2016,0,0,0,2,0,7,5380,803,1.99,2,1,1
10731,The Orb Chambers II,Aug 1 2016,0,0,0,2,0,15,14707,6815,6.99,4,1,1
10732,Dont Disturb,Sep 1 2016,0,0,0,2,0,5,1076,717,3.49,1,3,1
10733,Slayer Shock,Sep 29 2016,0,0,0,1,0,6,533,0,0.0,4,3,1
10734,StoneBack | Prehistory,Jul 14 2016,0,0,0,1,0,7,4484,539,1.99,3,1,2
10735,Star Project,Aug 4 2016,0,0,0,1,0,7,2870,1073,1.99,3,1,1
10736,Wake The Dragon,TBD,0,0,0,1,0,10,0,0,0.0,1,1,1
10737,Totem,Aug 30 2016,0,0,0,1,0,6,7353,6457,3.99,4,1,1
10738,Sig.NULL,Sep 19 2016,0,0,0,1,0,7,8609,5380,0.0,2,1,1
10739,Hikikomori No Chuunibyou,Jul 15 2016,0,0,0,1,0,14,1077,1088,1.99,3,1,1
10740,Phantasmagoria 2: A Puzzle of Flesh,Aug 29 2016,17,0,0,0,0,5,65821,3946,5.99,1,1,1
10741,Phantasmagoria,Aug 29 2016,17,0,0,0,0,5,67256,6098,9.99,1,1,1
10742,The Mind Hero,To Be Announced,0,0,0,1,0,5,0,0,0.0,5,1,1
10743,Invisible Mind,Aug 10 2016,0,0,0,1,0,21,16321,12554,4.99,2,1,1
10744,Anicon - Animal Complex - Cats Path,Aug 2 2016,0,0,0,1,0,14,533,533,7.99,3,1,1
10745,Drayt Empire,Jul 16 2016,0,0,0,1,0,7,13810,6815,0.99,2,1,1
10746,Interstellar Logistics Inc,Aug 15 2016,0,0,0,2,0,7,2152,897,4.99,1,1,1
10747,Super Markup Man,Aug 16 2016,0,0,0,2,0,5,0,0,3.99,2,2,3
10748,Monsters Den: Book of Dread,Jul 19 2016,0,0,0,1,0,7,1793,1614,4.99,4,1,1
10749,You Deserve,Aug 19 2016,0,0,0,3,0,6,5560,2162,9.99,2,2,1
10750,Moira,2017,0,0,0,1,0,9,0,0,0.0,4,3,1
10751,Heartomics: Lost Count,Feb 14 2017,0,0,0,1,0,8,1793,897,0.0,3,1,1
10752,Boulder Dash - 30th Anniversary,Sep 13 2016,0,2,0,2,0,12,1793,1621,13.49,3,2,2
10753,Warhammer 40000: Sanctus Reach,Nov 2016,0,0,0,1,0,9,0,0,0.0,1,1,2
10754,Tangled Up!,Sep 2 2016,0,0,0,2,0,15,803,533,4.99,5,1,1
10755,Redactem,Aug 1 2016,0,0,0,1,0,5,51294,4484,3.99,4,2,1
10756,Airport Fire Department - The Simulation,Aug 26 2016,0,0,0,1,0,6,6636,538,14.99,2,1,1
10757,Firefighters - The Simulation,Aug 31 2016,0,0,0,1,0,6,7174,717,14.99,2,1,1
10758,Plant Fire Department - The Simulation,Aug 29 2016,0,0,0,1,0,6,2870,0,14.99,2,1,1
10759,Professional Construction - The Simulation,Aug 26 2016,0,0,0,1,0,6,7533,1347,14.99,1,1,1
10760,Cold Vengeance,Coming Soon,0,0,0,2,0,10,0,0,0.0,2,2,1
10761,Strike.is: The Game,Jul 14 2016,0,0,0,1,1035,5,408020,333770,0.0,3,2,3
10762,The Multidimensional Underwear Drawer,Aug 31 2016,0,0,0,2,0,15,0,0,24.99,4,1,1
10763,The Last Sniper VR,Aug 3 2016,0,0,0,2,0,8,7174,6815,7.49,3,1,1
10764,50 years,Aug 23 2016,0,0,0,1,0,5,5022,3049,4.99,3,1,1
10765,Quest for Glory 1-5,Aug 29 2016,0,0,0,0,0,6,47348,6636,9.99,1,1,1
10766,Voodoo Garden,Aug 4 2016,0,0,0,1,159,5,12016,10761,2.99,3,1,1
10767,Tank Hero VR,Aug 25 2016,18,0,0,1,0,8,0,0,19.99,4,1,1
10768,Pixel Puzzles Ultimate - Puzzle Pack: Reptiles,Sep 29 2016,0,0,0,0,0,5,0,0,0.0,6,1,1
10769,The Janitor,Jul 19 2016,0,0,0,1,0,10,1435,1081,1.99,2,1,1
10770,The Return Home,Jul 29 2016,0,0,0,1,0,8,13989,2870,0.99,2,1,1
10771,Calm Down Stalin,Sep 8 2016,0,0,0,2,150,6,12734,11658,3.99,2,1,1
10772,Legends of Azulgar,Aug 18 2016,0,0,0,1,0,8,10761,1616,0.0,6,1,4
10773,Heroes from the Past: Joan of Arc,Jul 21 2016,0,0,0,1,0,5,0,0,6.99,1,1,1
10774,The Agency of Anomalies: Mystic Hospital Collectors Edition,Jul 18 2016,0,0,0,1,0,5,533,533,12.99,2,1,1
10775,Off the Record: The Italian Affair Collectors Edition,Aug 4 2016,0,0,0,1,0,5,533,533,12.99,2,1,1
10776,Echoes of the Past: Kingdom of Despair Collectors Edition,Jul 21 2016,0,0,0,1,0,5,0,0,12.99,2,1,1
10777,Fairy Maids,Jul 19 2016,0,0,0,1,0,8,533,533,6.99,1,1,1
10778,Black Hat Cooperative,Jul 29 2016,0,0,0,2,0,5,1255,1255,9.99,4,1,2
10779,Red is Dead,Jul 22 2016,0,0,0,1,0,6,535,535,1.99,4,1,1
10780,Dungeon Punks,Aug 24 2016,0,0,0,1,0,14,1067,533,14.99,4,1,3
10781,Frantic Freighter,Aug 29 2016,0,0,0,2,0,5,0,0,3.99,3,3,1
10782,Angels & Demigods,Sep 23 2016,0,0,0,2,0,8,18473,2511,0.0,4,1,1
10783,miniLAW: Ministry of Law,Aug 25 2016,0,0,0,1,0,6,803,1067,7.99,2,1,1
10784,Samurai Wars,Jul 27 2016,0,0,0,1,0,5,0,0,1.99,3,1,2
10785,Maraiyum: Rise of the Setting Sun,Aug 25 2016,0,0,0,1,0,8,535,0,9.99,3,1,1
10786,Super Star,Aug 11 2016,17,0,0,2,340,6,24392,18114,7.99,3,2,1
10787,Deserted: The Story of Peter,Sep 7 2016,0,0,0,1,0,8,0,0,5.99,2,1,1
10788,Dig 4 Destruction,Aug 14 2016,0,3,0,1,0,5,3946,3408,11.99,3,1,2
10789,Roomscale Tower,Jul 26 2016,0,0,0,2,0,5,1076,1076,14.99,3,1,1
10790,Zombie Camp,Jul 31 2016,0,0,0,1,0,9,8429,4125,1.99,2,1,1
10791,NEO-NOW!,Aug 2 2016,0,0,0,1,0,10,8071,0,4.99,6,1,1
10792,N0-EXIT,em breve,0,0,0,1,0,5,0,0,0.0,4,1,1
10793,Space Rangers: Quest,Sep 5 2016,0,0,0,1,0,5,0,0,9.99,2,1,1
10794,Security Hole,September 28,0,0,0,1,0,5,1435,1076,0.0,1,3,1
10795,Mahluk:Dark demon,Jul 19 2016,0,0,0,1,0,5,6995,4484,1.99,4,1,2
10796,The Fallen Kingdom,Jul 27 2016,0,0,0,1,0,10,6098,1255,7.99,5,1,1
10797,911 Operator,2016,0,0,0,2,0,8,3228,2870,0.0,4,2,1
10798,The Seeker,Sep 2 2016,0,0,0,1,0,8,2152,0,1.99,3,1,1
10799,Starship Disco,Aug 24 2016,0,0,0,1,0,5,0,0,9.99,3,1,1
10800,Void,Aug 16 2016,0,0,0,1,0,8,3587,897,4.99,6,2,1
10801,Elven Assassin,Sep 10 2016,0,0,0,1,0,5,1973,1973,5.59,5,1,3
10802,A Detectives Novel,Jul 28 2016,0,0,0,1,0,6,53984,36049,4.99,2,1,1
10803,The Life Of Greather,Aug 25 2016,0,0,0,1,0,7,4663,1793,1.99,3,1,1
10804,Candy Smash VR,Jul 26 2016,0,0,0,1,0,6,5022,0,9.99,5,1,1
10805,Star Tactics,Sep 7 2016,0,0,0,1,0,12,7712,5022,7.99,3,3,1
10806,Will of the Gods,Aug 29 2016,0,0,0,1,0,6,717,539,2.99,3,1,2
10807,Detective Hank and the Golden Sneeze,Jul 29 2016,0,0,0,1,0,14,1435,717,9.99,2,3,1
10808,Chernobyl VR Project,Sep 2016,0,0,0,1,0,9,0,0,0.0,1,1,0
10809,Planet Nomads,Q1 2017,0,0,0,1,0,5,2511,2152,0.0,4,3,1
10810,Russian VR Coasters,Jul 27 2016,0,0,0,5,0,8,717,538,5.75,4,1,1
10811,Graveyard Smash,Sep 2 2016,0,0,0,2,0,6,2332,1605,2.99,3,1,1
10812,Happy Pong,Aug 22 2016,0,0,0,1,0,6,533,533,2.99,2,1,1
10813,The Cold War Era,Sep 9 2016,0,1,0,1,0,8,533,533,4.99,3,1,1
10814,Rage of the Battlemage,Jul 22 2016,0,0,0,2,0,6,0,0,3.99,3,2,1
10815,Battlerite,20 September,0,0,0,2,0,11,463798,456086,0.0,2,1,3
10816,Optika,Aug 26 2016,0,1,0,1,102,5,8788,5560,4.99,3,2,1
10817,Malazard: The Master of Magic,Aug 8 2016,0,0,0,1,0,5,897,717,7.99,3,1,1
10818,The Watchmaker,Coming Q2 2017,0,0,0,1,0,8,0,0,0.0,3,1,1
10819,The Gods Chain,Aug 14 2016,0,0,0,1,0,6,69050,45375,7.99,1,3,3
10820,Hover Havoc,Jul 28 2016,0,0,0,1,0,15,0,0,9.99,4,2,2
10821,SaberSaw VR,Sep 12 2016,0,0,0,2,0,8,0,0,4.89,4,1,1
10822,Grid Legion Storm,Sep 1 2016,0,0,0,1,0,5,1973,0,5.99,3,1,2
10823,Broomball VR,Jul 26 2016,0,0,0,1,0,5,30310,6636,0.0,1,1,1
10824,FARIA: Ghosts of the Stream,Aug 4 2016,0,0,0,1,0,18,0,0,1.99,3,1,1
10825,Woven,Oct 2 2017,0,0,0,2,0,8,0,0,0.0,3,1,1
10826,Blockships,Sep 2 2016,0,0,0,1,0,8,0,0,6.99,3,1,1
10827,Music Maker 2017 Steam Edition,Aug 8 2016,0,0,0,0,0,7,0,0,59.99,1,1,0
10828,Music Maker 2017 Premium Steam Edition,Aug 8 2016,0,0,0,1,0,7,0,0,119.99,1,1,0
10829,Lew Pulsiphers Doomstar,Sep 16 2016,0,0,0,1,0,5,2870,1435,7.49,1,2,2
10830,Slavistan,Jul 29 2016,0,0,0,1,274,5,7891,6995,1.99,3,1,1
10831,Sorcery! Part 4,Sep 22 2016,0,0,0,1,0,11,8250,1614,0.0,3,2,1
10832,MXGP2 - The Official Motocross Videogame Compact,Sep 8 2016,0,0,0,1,0,10,1255,717,9.99,3,1,2
10833,Brick Stack VR,Jul 26 2016,0,0,0,1,0,5,0,0,3.99,2,1,1
10834,Castle Invasion: Throne Out,Jul 27 2016,0,0,0,1,0,5,0,0,4.99,2,2,1
10835,Pixel Puzzles 2: RADical ROACH,Aug 12 2016,0,0,0,1,0,5,1255,540,9.99,5,1,1
10836,Elves Adventure,Aug 1 2016,0,0,0,1,0,8,48604,29951,1.99,2,1,1
10837,Warcube,Fall 2016,0,0,0,1,0,5,0,0,0.0,4,1,1
10838,Tribe Of Pok,Aug 23 2016,0,0,0,2,0,12,0,0,11.99,3,1,1
10839,Neon Space 2,Jul 26 2016,0,0,0,1,0,13,23136,10044,0.99,5,3,1
10840,King of Spin VR,Sep 5 2016,0,0,0,1,0,5,0,0,29.99,5,1,2
10841,Pathologic,2017,0,0,0,0,0,9,717,717,0.0,2,1,1
10842,Diamond Joyce and the Secrets of Crystal Cave,Sep 16 2016,0,0,0,1,0,11,0,0,0.0,3,2,1
10843,GooCubelets: The Void,Aug 1 2016,0,0,0,1,0,9,27082,18294,1.99,2,1,1
10844,Foxhole, ,0,0,0,2,0,7,0,0,0.0,5,1,2
10845,Let Them Come,Coming Soon,0,0,0,1,0,6,0,0,0.0,1,1,1
10846,The Crystal Nebula,Jul 27 2016,0,0,0,1,0,5,6098,811,1.99,2,1,1
